Name of the material,Power,Scan speed,Hatch space,Layer thickness,Direction of specimen,Size of feedstock,HIP treatment,Heat treatment,Surface finish,Fatigue temperature,Load ratio,Stress concentration factor of specimens,life,Stress amplitude
Ti-6Al-4V,200.0,200.0,180.0,50.0,90,30.0,NO HIP,NHT;,SURF as-built,25,-0.2,1.0,3.5403294747908736,2.3887227004751757
Ti-6Al-4V,200.0,200.0,180.0,50.0,90,30.0,NO HIP,NHT;,SURF as-built,25,-0.2,1.0,4.127104798364807,2.2105860249051563
Ti-6Al-4V,200.0,200.0,180.0,50.0,90,30.0,NO HIP,NHT;,SURF as-built,25,-0.2,1.0,4.975431808509263,1.894426837964188
Ti-6Al-4V,200.0,200.0,180.0,50.0,90,30.0,NO HIP,NHT;,SURF as-built,25,-0.2,1.0,5.342422680822207,1.7829024059746448
Ti-6Al-4V,200.0,200.0,180.0,50.0,90,30.0,NO HIP,NHT;,SURF as-built,25,-0.2,1.0,6.0,1.5922878159521308
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,3.6711728427150834,2.4832734075829817
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,4.176091259055681,2.3969660978447664
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,4.693726948923647,2.299942900022767
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,4.7923916894982534,2.297059824075058
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.283301228703549,2.1748444936554554
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.320146286111054,2.1734776434529945
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.480006942957151,2.139217700137586
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.6020599913279625,2.1281730147497284
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.184691430817598,2.1032562333550513
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,7.146128035678238,2.088455045044165
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,3.7218106152125467,2.292477593667784
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,4.480006942957151,2.1653630506973744
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,5.466867620354109,1.9765333803919378
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,6.318063334962762,1.8697595947824104
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,3.403120521175818,2.2899900660543193
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,4.230448921378274,2.1607085722924295
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,5.26245108973043,1.9771746760201874
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,6.0,1.8689381783329113
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF polish,25,-1.0,1.0,4.615950051656401,1.994449137014036
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF polish,25,-1.0,1.0,5.498310553789601,1.8840586470939384
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF polish,25,-1.0,1.0,6.563481085394411,1.7479553069067297
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,4.588831725594207,1.9906052114239194
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,5.4623979978989565,1.8762178405916423
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF machine,25,-1.0,1.0,6.501059262217751,1.7428036584691655
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,4.173186268412274,1.9778150260831866
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,4.919601023784111,1.877371345869774
AlSi10Mg,400.0,1000.0,200.0,60.0,90,30.0,NO HIP,aging,SURF as-built,25,-1.0,1.0,6.004321373782642,1.7394141026986953
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.414973347970818,2.778071622429176
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.565847818673518,2.7402126345713342
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.600972895686748,2.720184119524469
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.770852011642144,2.778078861937455
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.788168371141167,2.6989265727162115
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.815577748324268,2.759645185255976
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.828015064223977,2.7203329864644217
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.951337518795918,2.720217205476825
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,5.960470777534299,2.740181037453737
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,6.064457989226918,2.759554535696884
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,6.110589710299249,2.6764924161111527
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,6.998259338423699,2.6989265727162115
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,6.998259338423699,2.6764558254563244
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,25,-1.0,1.0,6.998259338423699,2.653038761229756
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,5.9253120914996495,2.7403863776381314
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.02530586526477,2.6987528027901546
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.139879086401237,2.7403468966804856
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.227886704613674,2.6987528027901546
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.230448921378274,2.7200269268197292
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.768638101247615,2.6532125137753435
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.7737864449811935,2.720159303405957
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,6.8088858673598125,2.676620459130858
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,7.0,2.6532993639869926
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,450,-1.0,1.0,7.004321373782642,2.6281027123331007
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.26245108973043,2.740528479374916
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.471291711058939,2.7406626438912407
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.551449997972875,2.72016757560302
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.632457292184724,2.740544265587048
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.814913181275074,2.676611314452717
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,5.910090545594068,2.698900511659352
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.181843587944773,2.6767941714402834
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.603144372620182,2.653251116013661
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.678518379040114,2.6767941714402834
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.9164539485499255,2.6285013211368202
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.998695158311656,2.602233674386427
IN718,250.0,900.0,100.0,40.0,90,34.0,NO HIP,solution annealing + aging + aging,SURF polish,650,-1.0,1.0,6.998695158311656,2.6285013211368202
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,4.238046103128795,2.747994102251068
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,4.324282455297693,2.916269663312515
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.264817823009537,2.4943633392673084
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.4281347940287885,2.3979747508409215
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.650307523131937,2.4232130957578493
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,6.08278537031645,2.437718861336239
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,6.583198773968623,2.349685397810314
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,6.786751422145561,2.370772071705626
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,0,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,7.012837224705172,2.298918543005098
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,4.361727836017593,2.9185754851463983
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,4.361727836017593,2.796303682043654
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,4.63748972951251,2.664312839896641
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.597695185925512,2.502522708878284
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.704150516839799,2.4383682796879347
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,5.942008053022313,2.403069020752977
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,6.260071387985075,2.4242444218370336
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,6.90633504180509,2.368955945345503
Ti-6Al-4V,5000.0,20.0,2800.0,700.0,90,97.5,NO HIP,aging,SURF polish,25,-1.0,1.0,7.037426497940624,2.3506937169246394
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.453318340047038,1.9196532823103643
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.501059262217751,1.9955474494751375
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.6464037262230695,1.829239428141389
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,5.418301291319746,1.7139103541289553
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,3.225309281725863,1.9205928620848085
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,3.921686475483602,1.9959859979137993
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,4.303196057420489,1.8296253533580493
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,4.895422546039408,1.714497408649806
AlSi10Mg,175.0,1025.0,97.5,30.0,90,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,5.868644438394826,1.5554572172046495
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.414973347970818,1.9205928620848085
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.820201459485641,1.8288531596766402
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,5.372912002970106,1.7134905430939424
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,NHT;,SURF polish,25,0.1,1.0,6.02530586526477,1.5553363279952668
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,4.037426497940624,1.9203842421783575
AlSi10Mg,175.0,1025.0,97.5,30.0,0,37.5,NO HIP,solution annealing + aging,SURF polish,25,0.1,1.0,4.1003705451175625,1.9959859979137993
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.471291711058939,1.7954628943903799
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.757396028793024,1.7348798027926275
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.791690649020118,1.716921073166761
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.033423755486949,1.6789733759197651
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.155336037465061,1.6290016192869918
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.313867220369153,1.6992305028834092
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.457881896733992,1.6272634165682212
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.718501688867274,1.6030360562505217
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.041392685158225,1.5741470641507227
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.298853076409706,1.3989810666581313
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.8299466959416355,1.6994040818153375
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.860338006570994,1.6531159931655668
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.9344984512435675,1.6534054906645013
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.944482672150168,1.759516759462188
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.996073654485276,1.6994040818153375
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.324282455297693,1.5714759036819437
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.525044807036846,1.69810054562339
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.318063334962762,1.6395860866734264
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.380211241711606,1.5734518220354854
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.389166084364533,1.5736836930937979
AlSi10Mg,300.0,2666.667,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.437750562820388,1.6287974855667102
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.567026366159061,1.7961578769069144
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.57287160220048,1.698622429702098
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.597695185925512,1.6766021695820184
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.629409599102719,1.8118430061764774
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.781755374652469,1.6522463410033232
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.935507265824713,1.6991436873944838
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.004321373782642,1.6281845080734125
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.875639937004168,1.6988831367525903
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.344392273685111,1.5747255835940734
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.14921911265538,1.7937903846908188
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.617000341120899,1.6974037232004877
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.17897694729317,1.6981875698661224
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.204119982655925,1.5737995822157407
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.301029995663981,1.6976651626476746
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.477121254719663,1.5116160205691376
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.594392550375427,1.4766867429456447
AlSi10Mg,200.0,1109.091,61.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.301029995663981,1.3998467127129224
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.47567118832443,1.7942788657214
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.079181246047625,1.698622429702098
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.14921911265538,1.6983615660551097
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.173186268412274,1.6434526764861874
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.332438459915605,1.6290016192869918
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.394451680826216,1.6290016192869918
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.688419822002711,1.6983615660551097
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.421603926869831,1.6033609243483804
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.432969290874405,1.619719265611727
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.311753861055754,1.8279505283026303
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.559906625036112,1.7952541825808828
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,4.784617292632875,1.7952541825808828
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.103803720955957,1.7004441010277516
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.442479769064448,1.6997510316895144
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,5.442479769064448,1.6519560695330742
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.303196057420489,1.6439459127480667
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.311753861055754,1.629817196018516
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.324282455297693,1.6026025204202565
AlSi10Mg,275.0,2000.0,80.0,30.0,0,30.0,NO HIP,NHT;,SURF machine,25,0.0,1.0,6.416640507338281,1.5750723257138124
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.535294120042771,2.6811326501811465
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.615950051656401,2.602103418604825
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.764922984649888,2.643156465619706
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.928907690243952,2.6025591430249047
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.0,2.5056247283278794
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.164352855784437,2.5317981338753723
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.232996110392154,2.532066094810552
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.532754378992498,2.505421327583281
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,6.198657086954422,2.4777577533081705
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,6.997823080745725,2.4470959848413774
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,NO HIP,NHT;,SURF machine,25,-1.0,1.0,7.0,2.4772370511426662
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,4.987219229908005,2.6990134316128813
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,4.994317152669637,2.6234043678792496
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.037426497940624,2.6437190936395405
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.079181246047625,2.6236213833653173
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.3222192947339195,2.6436105730456085
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.414973347970818,2.6023313405913373
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,5.465382851448418,2.6023313405913373
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,6.342422680822207,2.5797607384109624
Ti-6Al-4V,280.0,1200.0,50.0,30.0,90,35.0,"HIP 900 C, 2 hour, 1200 bar;",NHT;,SURF machine,25,-1.0,1.0,6.999130541287371,2.556314564335347
