Name of the material,Power,Scan speed,Hatch space,Layer thickness,Direction of specimen,Size of feedstock,HIP treatment,Heat treatment,Surface finish,Fatigue temperature,Load ratio,Stress concentration factor of specimens,life,Stress amplitude
IN718,500.0,6.3,950.0,480.0,90,75.0,NO HIP,aging + aging,SURF polish,25,0.1,1.0,5.943494515906103,2.2326658194314453
IN718,500.0,6.3,950.0,480.0,90,75.0,NO HIP,aging + aging,SURF polish,25,0.1,1.0,6.696356388733332,2.174815456482182
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.238046103128795,2.8460276753643785
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.606381365110605,2.781676404840104
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.77451696572855,2.781468142841798
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.945960703577569,2.7183688059833786
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.004321373782642,2.698700658251322
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.045322978786658,2.6976041741855292
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.494154594018442,2.6039126430106427
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,6.303196057420489,2.588058710228409
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,6.303196057420489,2.519749262564474
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.285557309007774,2.8438180891146576
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.627365856592733,2.780317312140151
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.730782275666389,2.7792139705630183
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,4.964259630196849,2.6979699765543392
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.089905111439398,2.712253943053792
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.3979400086720375,2.6691866656989545
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,5.643452676486188,2.6333068275606375
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,6.064457989226918,2.670403580971269
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,6.301029995663981,2.560683591907453
Ti-6Al-4V,125.0,925.0,80.0,20.0,90,30.0,NO HIP,solution annealing,SURF machine,25,-1.0,1.0,6.301029995663981,2.573845929207077
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,5.7160033436347994,2.3618788687027887
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,5.869231719730976,2.332337449453026
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,6.44870631990508,2.352008765565775
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,6.897627091290442,2.3116267318705064
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,6.999130541287371,2.322136564096103
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,6.999130541287371,2.3009865640441736
Ti-6Al-4V,170.0,1250.0,100.0,30.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,7.0,2.3422449785471198
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,4.502427119984433,2.5170242583148417
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,4.671172842715083,2.5171298907332043
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,4.745855195173729,2.5170242583148417
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,4.802773725291976,2.4503107060050047
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,4.8904210188009145,2.404560059092356
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.123851640967086,2.35351231653885
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.143014800254095,2.3711233005819494
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.330413773349191,2.3350966742615418
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.392696953259666,2.38826110054089
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.471291711058939,2.3533198442427095
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.47567118832443,2.4505416195467173
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.6127838567197355,2.353473828903066
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.66086547800387,2.334996280243225
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.913813852383717,2.3880123433641907
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,5.91803033678488,2.315676520348013
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,6.9969492484953815,2.3354177792535475
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,6.997386384397314,2.335337525260544
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,6.999130541287371,2.315781480708604
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,6.999130541287371,2.315739499608339
Ti-6Al-4V,325.0,1200.0,120.0,60.0,90,36.0,NO HIP,solution annealing,SURF machine,25,0.06,1.0,6.999130541287371,2.2955890889998196
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF polish,25,-1.0,1.0,4.643452676486188,2.541154725832547
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF polish,25,-1.0,1.0,4.931457870689005,2.425648321926034
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF polish,25,-1.0,1.0,4.987666264926275,2.312388949370592
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF polish,25,-1.0,1.0,5.093421685162235,2.3119233087683617
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,4.017033339298781,2.5219614158002237
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,4.264817823009537,2.2789592706842177
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,4.432969290874405,2.346411658929061
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,4.673020907128897,2.2805783703680764
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,5.6148972160331345,2.145538235712233
Ti-6Al-4V,400.0,1000.0,160.0,50.0,90,30.0,NO HIP,solution annealing,SURF as-built,25,-1.0,1.0,6.54282542695918,1.9986515959983735
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.155336037465061,2.3215984304653436
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.57287160220048,2.25478968739721
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,4.803457115648414,2.17533782879202
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,NHT;,SURF machine,25,-1.0,1.0,5.431363764158987,2.0785293152543463
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,3.7331972651065692,2.175859573543703
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.451786435524291,2.1297543228027727
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.307496037913213,2.0207340854115157
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,3.305351369446624,2.175511813363448
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.481442628502305,2.1298831553406212
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.693726948923647,2.0784930681665728
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,4.882524537954881,2.019656225319349
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,stress relief,SURF machine,25,-1.0,1.0,5.217483944213907,1.9534697432534014
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,aging,SURF machine,25,-1.0,1.0,3.7331972651065692,2.1754538262504832
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,aging,SURF machine,25,-1.0,1.0,4.45484486000851,2.077658549084131
AlSi10Mg,490.0,2000.0,100.0,40.0,90,33.7,NO HIP,aging,SURF machine,25,-1.0,1.0,5.250420002308894,2.020154031638333
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,4.898725181589493,2.577181478650815
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.267171728403014,2.525226265324221
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.311753861055754,2.4547381780865685
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.574031267727719,2.4234097277330933
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.586587304671755,2.37841607188523
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.161368002234975,2.301659266551521
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.294466226161593,2.218299125885173
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.049218022670182,2.5810959241060507
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.269512944217916,2.5149592741087234
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.357934847000454,2.5369622496502764
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.567026366159061,2.486118638421901
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.600972895686748,2.437020842585606
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.060697840353612,2.401538390165943
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.283301228703549,2.33963029007408
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.296665190261531,2.2943559851451605
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.3560258571931225,2.5496284902484665
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.416640507338281,2.572220834365276
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.68930885912362,2.5040084564010465
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.738780558484369,2.4837584137882485
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.096910013008056,2.442636525782232
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,6.303196057420489,2.362086452920395
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.012837224705172,2.5867447922468907
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.173186268412274,2.527139915655255
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.305351369446623,2.4976068405162137
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.574031267727719,2.4411293205147757
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.827369273053825,2.37841607188523
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.0,5.90633504180509,2.3039084935359546
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.836324115706752,2.485281231935597
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.939519252618618,2.4475611176714263
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.285557309007774,2.39079385015567
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.639486489268586,2.2874434011294498
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.6776069527204935,2.2450929761012812
IN718,250.0,760.0,120.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.296665190261531,2.17949434100545
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.933487287848705,2.485607870596006
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.1303337684950066,2.4411135929003134
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.250420002308894,2.404320467221731
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.491361693834273,2.35566219858541
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.82865989653532,2.303217663573669
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.973127853599698,2.277058835755107
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.294466226161593,2.2398998171769677
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.5820633629117085,2.4390325321204127
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.631443769013172,2.388527468068245
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.9164539485499255,2.307880955988253
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.2576785748691846,2.256958152560932
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.562292864456475,2.1697919538760315
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.598790506763115,2.09029333131011
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.096910013008056,2.012710712741787
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.301029995663981,1.9520655901850503
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.64738297011462,2.4441697547685726
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,4.978180516937414,2.3720277926574047
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.212187604403958,2.3073248536453668
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.4281347940287885,2.244697601296708
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,5.745855195173729,2.1929575298846564
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.086359830674748,2.0968752680596876
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.146128035678238,2.063483478027528
IN718,250.0,760.0,120.0,50.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF as-built,25,0.0,1.63,6.301029995663981,1.9922441440467715
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,4.870403905279027,2.281510601492656
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,5.045322978786658,2.22855433653901
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,5.176091259055681,2.1970599080602082
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,5.332438459915605,2.164887957547954
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,5.4065401804339555,2.1301085203609365
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,5.421603926869831,2.227912401751748
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,6.371067862271736,2.076385543954533
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,6.480006942957151,2.0938067756151746
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,6.824776462475546,2.050263722645796
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF powder blast,25,0.1,1.0,6.845098040014257,2.1082605049764735
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.247973266361806,2.466200102446737
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.7419390777291985,2.3944341685988744
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.9324737646771535,2.2553690042664414
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.08278537031645,2.2564050183341657
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.313867220369153,2.307175012040345
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.324282455297693,2.352741915020754
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.423245873936808,2.226084115975824
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,6.842609239610562,2.1598077329694307
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,6.876217840591642,2.1991790260511266
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,4.737987326333431,2.4621283521149064
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,4.960946195733832,2.348129551869214
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,5.033423755486949,2.42758347362526
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,5.133538908370218,2.302071053650075
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,5.155336037465061,2.37017988551276
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,5.973589623427257,2.3890774437923494
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,6.346352974450639,2.326827236974273
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF shot peen,25,0.1,1.0,7.0,2.2769670381470917
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.133538908370218,2.394241487477641
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.47567118832443,2.198959338670203
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,4.963787827345556,2.0948552900836805
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.551449997972875,1.9016762313263755
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.841984804590114,1.8344842853348053
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.879669205632053,1.8200043068083178
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,5.897627091290442,1.8058405488146727
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF polish,25,0.1,1.0,7.0,1.7849024498866548
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,4.924795995797912,2.5282609089917543
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,5.045322978786658,2.4664375597096138
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,5.348304863048161,2.4489380878454217
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,6.503790683057181,2.438194140793337
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,6.69284691927723,2.4305909979730638
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF centrifugal finish,25,0.1,1.0,6.749736315569061,2.3533198442427095
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,4.587710965018911,2.35395467937171
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,4.901458321396112,2.307774068517087
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,5.146128035678238,2.16666688336361
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,5.267171728403014,2.2293490201677035
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,5.68930885912362,2.198519630241168
Ti-6Al-4V,280.0,1200.0,140.0,60.0,90,30.0,NO HIP,solution annealing,SURF laser shock peen,25,0.1,1.0,6.376576957056512,2.1673468775856355
